,A,B
0, C C E C C C E E,1552
0, C C E C C H C C,76
0, C C E C C H C H,68
0, C C E C C H C E,0
0, C C E C C H H C,115
0, C C E C C H H H,4925
0, C C E C C H H E,2
0, C C E C C H E C,0
0, C C E C C H E H,0
0, C C E C C H E E,0
0, C C E C C E C C,212
0, C C E C C E C H,13
0, C C E C C E C E,88
0, C C E C C E H C,0
0, C C E C C E H H,26
0, C C E C C E H E,3
0, C C E C C E E C,560
0, C C E C C E E H,143
0, C C E C C E E E,2352
0, C C E C H C C C,71
0, C C E C H C C H,2
0, C C E C H C C E,2
0, C C E C H C H C,21
0, C C E C H C H H,6
0, C C E C H C H E,0
0, C C E C H C E C,0
0, C C E C H C E H,0
0, C C E C H C E E,1
0, C C E C H H C C,112
0, C C E C H H C H,2
0, C C E C H H C E,2
0, C C E C H H H C,364
0, C C E C H H H H,4611
0, C C E C H H H E,21
0, C C E C H H E C,0
0, C C E C H H E H,0
0, C C E C H H E E,0
0, C C E C H E C C,0
0, C C E C H E C H,0
0, C C E C H E C E,0
0, C C E C H E H C,0
0, C C E C H E H H,0
0, C C E C H E H E,0
0, C C E C H E E C,0
0, C C E C H E E H,0
0, C C E C H E E E,0
0, C C E C E C C C,425
0, C C E C E C C H,77
0, C C E C E C C E,79
0, C C E C E C H C,0
0, C C E C E C H H,38
0, C C E C E C H E,0
0, C C E C E C E C,8
0, C C E C E C E H,1
0, C C E C E C E E,91
0, C C E C E H C C,1
0, C C E C E H C H,0
0, C C E C E H C E,0
0, C C E C E H H C,1
0, C C E C E H H H,62
0, C C E C E H H E,0
0, C C E C E H E C,0
0, C C E C E H E H,0
0, C C E C E H E E,1
0, C C E C E E C C,522
0, C C E C E E C H,16
0, C C E C E E C E,13
0, C C E C E E H C,1
0, C C E C E E H H,6
0, C C E C E E H E,0
0, C C E C E E E C,788
0, C C E C E E E H,18
0, C C E C E E E E,3119
0, C C E H C C C C,78
0, C C E H C C C H,0
0, C C E H C C C E,4
0, C C E H C C H C,1
0, C C E H C C H H,1
0, C C E H C C H E,0
0, C C E H C C E C,0
0, C C E H C C E H,0
0, C C E H C C E E,1
0, C C E H C H C C,4
0, C C E H C H C H,0
0, C C E H C H C E,0
0, C C E H C H H C,7
0, C C E H C H H H,4
0, C C E H C H H E,0
0, C C E H C H E C,0
0, C C E H C H E H,0
0, C C E H C H E E,0
0, C C E H C E C C,0
0, C C E H C E C H,0
0, C C E H C E C E,0
0, C C E H C E H C,0
0, C C E H C E H H,0
0, C C E H C E H E,0
0, C C E H C E E C,0
0, C C E H C E E H,0
0, C C E H C E E E,2
0, C C E H H C C C,68
0, C C E H H C C H,2
0, C C E H H C C E,2
0, C C E H H C H C,0
0, C C E H H C H H,0
0, C C E H H C H E,0
0, C C E H H C E C,9
0, C C E H H C E H,0
0, C C E H H C E E,1
0, C C E H H H C C,471
0, C C E H H H C H,17
0, C C E H H H C E,13
0, C C E H H H H C,772
0, C C E H H H H H,2184
0, C C E H H H H E,2
0, C C E H H H E C,0
0, C C E H H H E H,1
0, C C E H H H E E,7
0, C C E H H E C C,0
0, C C E H H E C H,0
0, C C E H H E C E,0
0, C C E H H E H C,0
0, C C E H H E H H,2
0, C C E H H E H E,0
0, C C E H H E E C,3
0, C C E H H E E H,0
0, C C E H H E E E,0
0, C C E H E C C C,9
0, C C E H E C C H,0
0, C C E H E C C E,0
0, C C E H E C H C,0
0, C C E H E C H H,2
0, C C E H E C H E,0
0, C C E H E C E C,0
0, C C E H E C E H,0
0, C C E H E C E E,0
0, C C E H E H C C,0
0, C C E H E H C H,0
0, C C E H E H C E,0
0, C C E H E H H C,0
0, C C E H E H H H,2
0, C C E H E H H E,0
0, C C E H E H E C,0
0, C C E H E H E H,0
0, C C E H E H E E,1
0, C C E H E E C C,7
0, C C E H E E C H,0
0, C C E H E E C E,0
0, C C E H E E H C,1
0, C C E H E E H H,3
0, C C E H E E H E,0
0, C C E H E E E C,5
0, C C E H E E E H,0
0, C C E H E E E E,2
0, C C E E C C C C,43760
0, C C E E C C C H,4658
0, C C E E C C C E,3014
0, C C E E C C H C,142
0, C C E E C C H H,6174
0, C C E E C C H E,1
0, C C E E C C E C,239
0, C C E E C C E H,10
0, C C E E C C E E,3584
0, C C E E C H C C,65
0, C C E E C H C H,14
0, C C E E C H C E,0
0, C C E E C H H C,246
0, C C E E C H H H,6331
0, C C E E C H H E,8
0, C C E E C H E C,0
0, C C E E C H E H,0
0, C C E E C H E E,1
0, C C E E C E C C,418
0, C C E E C E C H,65
0, C C E E C E C E,118
0, C C E E C E H C,2
0, C C E E C E H H,119
0, C C E E C E H E,3
0, C C E E C E E C,299
0, C C E E C E E H,19
0, C C E E C E E E,1455
0, C C E E H C C C,105
0, C C E E H C C H,0
0, C C E E H C C E,2
0, C C E E H C H C,0
0, C C E E H C H H,9
0, C C E E H C H E,0
0, C C E E H C E C,0
0, C C E E H C E H,0
0, C C E E H C E E,1
0, C C E E H H C C,93
0, C C E E H H C H,5
0, C C E E H H C E,3
0, C C E E H H H C,382
0, C C E E H H H H,2544
0, C C E E H H H E,8
0, C C E E H H E C,0
0, C C E E H H E H,0
0, C C E E H H E E,1
0, C C E E H E C C,1
0, C C E E H E C H,0
0, C C E E H E C E,1
0, C C E E H E H C,5
0, C C E E H E H H,0
0, C C E E H E H E,0
0, C C E E H E E C,0
0, C C E E H E E H,0
0, C C E E H E E E,2
0, C C E E E C C C,65278
0, C C E E E C C H,9569
0, C C E E E C C E,7907
0, C C E E E C H C,181
0, C C E E E C H H,6786
0, C C E E E C H E,0
0, C C E E E C E C,338
0, C C E E E C E H,81
0, C C E E E C E E,2029
0, C C E E E H C C,25
0, C C E E E H C H,3
0, C C E E E H C E,0
0, C C E E E H H C,75
0, C C E E E H H H,4009
0, C C E E E H H E,3
0, C C E E E H E C,0
0, C C E E E H E H,1
0, C C E E E H E E,3
0, C C E E E E C C,138193
0, C C E E E E C H,13383
0, C C E E E E C E,2591
0, C C E E E E H C,102
0, C C E E E E H H,3945
0, C C E E E E H E,8
0, C C E E E E E C,157760
0, C C E E E E E H,5513
0, C C E E E E E E,277681
0, C H C C C C C C,11463
0, C H C C C C C H,1777
0, C H C C C C C E,973
0, C H C C C C H C,52
0, C H C C C C H H,3804
0, C H C C C C H E,1
0, C H C C C C E C,94
0, C H C C C C E H,60
0, C H C C C C E E,1268
0, C H C C C H C C,76
0, C H C C C H C H,16
0, C H C C C H C E,2
0, C H C C C H H C,50
0, C H C C C H H H,1830
0, C H C C C H H E,0
0, C H C C C H E C,0
0, C H C C C H E H,4
0, C H C C C H E E,0
0, C H C C C E C C,100
0, C H C C C E C H,6
0, C H C C C E C E,3
0, C H C C C E H C,1
0, C H C C C E H H,14
0, C H C C C E H E,0
0, C H C C C E E C,190
0, C H C C C E E H,14
0, C H C C C E E E,1396
0, C H C C H C C C,77
0, C H C C H C C H,5
0, C H C C H C C E,2
0, C H C C H C H C,1
0, C H C C H C H H,10
0, C H C C H C H E,1
0, C H C C H C E C,16
0, C H C C H C E H,0
0, C H C C H C E E,0
0, C H C C H H C C,41
0, C H C C H H C H,9
0, C H C C H H C E,3
0, C H C C H H H C,116
0, C H C C H H H H,2399
0, C H C C H H H E,16
0, C H C C H H E C,0
0, C H C C H H E H,0
0, C H C C H H E E,1
0, C H C C H E C C,0
0, C H C C H E C H,0
0, C H C C H E C E,0
0, C H C C H E H C,0
0, C H C C H E H H,0
0, C H C C H E H E,0
0, C H C C H E E C,0
0, C H C C H E E H,0
0, C H C C H E E E,1
0, C H C C E C C C,91
0, C H C C E C C H,6
0, C H C C E C C E,1
0, C H C C E C H C,0
0, C H C C E C H H,9
0, C H C C E C H E,0
0, C H C C E C E C,4
0, C H C C E C E H,0
0, C H C C E C E E,46
0, C H C C E H C C,0
0, C H C C E H C H,0
0, C H C C E H C E,0
0, C H C C E H H C,1
0, C H C C E H H H,9
0, C H C C E H H E,0
0, C H C C E H E C,1
0, C H C C E H E H,0
0, C H C C E H E E,0
0, C H C C E E C C,129
0, C H C C E E C H,10
0, C H C C E E C E,3
0, C H C C E E H C,0
0, C H C C E E H H,0
0, C H C C E E H E,0
0, C H C C E E E C,147
0, C H C C E E E H,2
0, C H C C E E E E,1187
0, C H C H C C C C,1197
0, C H C H C C C H,122
0, C H C H C C C E,161
0, C H C H C C H C,4
0, C H C H C C H H,351
0, C H C H C C H E,0
0, C H C H C C E C,21
0, C H C H C C E H,2
0, C H C H C C E E,89
0, C H C H C H C C,21
0, C H C H C H C H,3
0, C H C H C H C E,0
0, C H C H C H H C,8
0, C H C H C H H H,95
0, C H C H C H H E,0
0, C H C H C H E C,0
0, C H C H C H E H,0
0, C H C H C H E E,0
0, C H C H C E C C,13
0, C H C H C E C H,1
0, C H C H C E C E,0
0, C H C H C E H C,0
0, C H C H C E H H,0
0, C H C H C E H E,0
0, C H C H C E E C,14
0, C H C H C E E H,1
0, C H C H C E E E,201
0, C H C H H C C C,272
0, C H C H H C C H,12
0, C H C H H C C E,50
0, C H C H H C H C,2
0, C H C H H C H H,13
0, C H C H H C H E,1
0, C H C H H C E C,1
0, C H C H H C E H,1
0, C H C H H C E E,0
0, C H C H H H C C,298
0, C H C H H H C H,10
0, C H C H H H C E,22
0, C H C H H H H C,278
0, C H C H H H H H,1996
0, C H C H H H H E,5
0, C H C H H H E C,1
0, C H C H H H E H,0
0, C H C H H H E E,3
0, C H C H H E C C,0
0, C H C H H E C H,0
0, C H C H H E C E,0
0, C H C H H E H C,4
0, C H C H H E H H,0
0, C H C H H E H E,0
0, C H C H H E E C,4
0, C H C H H E E H,0
0, C H C H H E E E,5
0, C H C H E C C C,4
0, C H C H E C C H,0
0, C H C H E C C E,0
0, C H C H E C H C,0
0, C H C H E C H H,0
0, C H C H E C H E,0
0, C H C H E C E C,0
0, C H C H E C E H,0
0, C H C H E C E E,8
0, C H C H E H C C,0
0, C H C H E H C H,0
0, C H C H E H C E,0
0, C H C H E H H C,0
0, C H C H E H H H,0
0, C H C H E H H E,0
0, C H C H E H E C,0
0, C H C H E H E H,0
0, C H C H E H E E,0
0, C H C H E E C C,4
0, C H C H E E C H,0
0, C H C H E E C E,0
0, C H C H E E H C,0
0, C H C H E E H H,0
0, C H C H E E H E,0
0, C H C H E E E C,97
0, C H C H E E E H,0
0, C H C H E E E E,183
0, C H C E C C C C,78
0, C H C E C C C H,2
0, C H C E C C C E,3
0, C H C E C C H C,1
0, C H C E C C H H,3
0, C H C E C C H E,0
0, C H C E C C E C,0
0, C H C E C C E H,0
0, C H C E C C E E,2
0, C H C E C H C C,0
0, C H C E C H C H,0
0, C H C E C H C E,0
0, C H C E C H H C,0
0, C H C E C H H H,3
0, C H C E C H H E,0
0, C H C E C H E C,0
0, C H C E C H E H,0
0, C H C E C H E E,0
0, C H C E C E C C,0
0, C H C E C E C H,0
0, C H C E C E C E,0
0, C H C E C E H C,0
0, C H C E C E H H,0
0, C H C E C E H E,0
0, C H C E C E E C,0
0, C H C E C E E H,0
0, C H C E C E E E,3
0, C H C E H C C C,0
0, C H C E H C C H,0
0, C H C E H C C E,0
0, C H C E H C H C,0
0, C H C E H C H H,0
0, C H C E H C H E,0
0, C H C E H C E C,0
0, C H C E H C E H,0
0, C H C E H C E E,0
0, C H C E H H C C,0
0, C H C E H H C H,0
0, C H C E H H C E,0
0, C H C E H H H C,0
0, C H C E H H H H,1
0, C H C E H H H E,0
0, C H C E H H E C,0
0, C H C E H H E H,0
0, C H C E H H E E,0
0, C H C E H E C C,0
0, C H C E H E C H,0
0, C H C E H E C E,0
0, C H C E H E H C,0
0, C H C E H E H H,0
0, C H C E H E H E,0
0, C H C E H E E C,0
0, C H C E H E E H,0
0, C H C E H E E E,0
0, C H C E E C C C,39
0, C H C E E C C H,3
0, C H C E E C C E,2
0, C H C E E C H C,1
0, C H C E E C H H,3
0, C H C E E C H E,0
0, C H C E E C E C,0
0, C H C E E C E H,0
0, C H C E E C E E,5
0, C H C E E H C C,0
0, C H C E E H C H,0
0, C H C E E H C E,0
0, C H C E E H H C,1
0, C H C E E H H H,2
0, C H C E E H H E,0
0, C H C E E H E C,0
0, C H C E E H E H,0
0, C H C E E H E E,0
0, C H C E E E C C,100
0, C H C E E E C H,1
0, C H C E E E C E,1
0, C H C E E E H C,0
0, C H C E E E H H,5
0, C H C E E E H E,0
0, C H C E E E E C,256
0, C H C E E E E H,4
0, C H C E E E E E,262
0, C H H C C C C C,13900
0, C H H C C C C H,2698
0, C H H C C C C E,1093
0, C H H C C C H C,95
0, C H H C C C H H,3066
0, C H H C C C H E,2
0, C H H C C C E C,164
0, C H H C C C E H,21
0, C H H C C C E E,1492
0, C H H C C H C C,96
0, C H H C C H C H,18
0, C H H C C H C E,3
0, C H H C C H H C,71
0, C H H C C H H H,1799
0, C H H C C H H E,0
0, C H H C C H E C,0
0, C H H C C H E H,0
0, C H H C C H E E,1
0, C H H C C E C C,99
0, C H H C C E C H,14
0, C H H C C E C E,2
0, C H H C C E H C,0
0, C H H C C E H H,1
0, C H H C C E H E,1
0, C H H C C E E C,250
0, C H H C C E E H,5
0, C H H C C E E E,1073
0, C H H C H C C C,115
0, C H H C H C C H,12
0, C H H C H C C E,1
0, C H H C H C H C,9
0, C H H C H C H H,9
0, C H H C H C H E,0
0, C H H C H C E C,12
0, C H H C H C E H,0
0, C H H C H C E E,0
0, C H H C H H C C,73
0, C H H C H H C H,9
0, C H H C H H C E,0
0, C H H C H H H C,93
0, C H H C H H H H,1611
0, C H H C H H H E,1
0, C H H C H H E C,0
0, C H H C H H E H,0
0, C H H C H H E E,2
0, C H H C H E C C,0
0, C H H C H E C H,0
0, C H H C H E C E,0
0, C H H C H E H C,0
0, C H H C H E H H,0
0, C H H C H E H E,0
0, C H H C H E E C,0
0, C H H C H E E H,0
0, C H H C H E E E,2
0, C H H C E C C C,167
0, C H H C E C C H,37
0, C H H C E C C E,1
0, C H H C E C H C,0
0, C H H C E C H H,11
0, C H H C E C H E,0
0, C H H C E C E C,0
0, C H H C E C E H,0
0, C H H C E C E E,13
0, C H H C E H C C,0
0, C H H C E H C H,0
0, C H H C E H C E,0
0, C H H C E H H C,0
0, C H H C E H H H,2
0, C H H C E H H E,0
0, C H H C E H E C,0
0, C H H C E H E H,0
0, C H H C E H E E,0
0, C H H C E E C C,52
0, C H H C E E C H,0
0, C H H C E E C E,7
0, C H H C E E H C,0
0, C H H C E E H H,1
0, C H H C E E H E,0
0, C H H C E E E C,148
0, C H H C E E E H,6
0, C H H C E E E E,1246
0, C H H H C C C C,45252
0, C H H H C C C H,7478
0, C H H H C C C E,5468
0, C H H H C C H C,157
0, C H H H C C H H,12577
0, C H H H C C H E,11
0, C H H H C C E C,476
0, C H H H C C E H,27
0, C H H H C C E E,6625
0, C H H H C H C C,216
0, C H H H C H C H,38
0, C H H H C H C E,5
0, C H H H C H H C,145
0, C H H H C H H H,4928
0, C H H H C H H E,8
0, C H H H C H E C,0
0, C H H H C H E H,0
0, C H H H C H E E,7
0, C H H H C E C C,482
0, C H H H C E C H,45
0, C H H H C E C E,3
0, C H H H C E H C,0
0, C H H H C E H H,6
0, C H H H C E H E,0
0, C H H H C E E C,1327
0, C H H H C E E H,26
0, C H H H C E E E,3310
0, C H H H H C C C,38129
0, C H H H H C C H,4332
0, C H H H H C C E,2542
0, C H H H H C H C,139
0, C H H H H C H H,3103
0, C H H H H C H E,25
0, C H H H H C E C,275
0, C H H H H C E H,1
0, C H H H H C E E,957
0, C H H H H H C C,36573
0, C H H H H H C H,2744
0, C H H H H H C E,467
0, C H H H H H H C,43858
0, C H H H H H H H,637329
0, C H H H H H H E,721
0, C H H H H H E C,120
0, C H H H H H E H,24
0, C H H H H H E E,318
0, C H H H H E C C,276
0, C H H H H E C H,1
0, C H H H H E C E,15
0, C H H H H E H C,1
0, C H H H H E H H,5
0, C H H H H E H E,1
0, C H H H H E E C,84
0, C H H H H E E H,5
0, C H H H H E E E,729
0, C H H H E C C C,353
0, C H H H E C C H,52
0, C H H H E C C E,6
0, C H H H E C H C,0
0, C H H H E C H H,4
0, C H H H E C H E,0
0, C H H H E C E C,12
0, C H H H E C E H,0
0, C H H H E C E E,306
0, C H H H E H C C,2
0, C H H H E H C H,0
0, C H H H E H C E,0
0, C H H H E H H C,0
0, C H H H E H H H,4
0, C H H H E H H E,0
0, C H H H E H E C,0
0, C H H H E H E H,0
0, C H H H E H E E,0
0, C H H H E E C C,344
0, C H H H E E C H,38
0, C H H H E E C E,2
0, C H H H E E H C,0
0, C H H H E E H H,5
0, C H H H E E H E,1
0, C H H H E E E C,2015
0, C H H H E E E H,12
0, C H H H E E E E,6158
0, C H H E C C C C,51
0, C H H E C C C H,13
0, C H H E C C C E,0
0, C H H E C C H C,0
0, C H H E C C H H,4
0, C H H E C C H E,0
0, C H H E C C E C,0
0, C H H E C C E H,0
0, C H H E C C E E,2
0, C H H E C H C C,0
0, C H H E C H C H,0
0, C H H E C H C E,0
0, C H H E C H H C,0
0, C H H E C H H H,0
0, C H H E C H H E,0
0, C H H E C H E C,0
0, C H H E C H E H,0
0, C H H E C H E E,0
0, C H H E C E C C,1
0, C H H E C E C H,0
0, C H H E C E C E,0
0, C H H E C E H C,0
0, C H H E C E H H,0
0, C H H E C E H E,0
0, C H H E C E E C,0
0, C H H E C E E H,0
0, C H H E C E E E,1
0, C H H E H C C C,5
0, C H H E H C C H,0
0, C H H E H C C E,0
0, C H H E H C H C,0
0, C H H E H C H H,0
0, C H H E H C H E,0
0, C H H E H C E C,0
0, C H H E H C E H,0
0, C H H E H C E E,0
0, C H H E H H C C,1
0, C H H E H H C H,0
0, C H H E H H C E,0
0, C H H E H H H C,0
0, C H H E H H H H,19
0, C H H E H H H E,0
0, C H H E H H E C,0
0, C H H E H H E H,0
0, C H H E H H E E,0
0, C H H E H E C C,1
0, C H H E H E C H,0
0, C H H E H E C E,0
0, C H H E H E H C,0
0, C H H E H E H H,1
0, C H H E H E H E,0
0, C H H E H E E C,10
0, C H H E H E E H,0
0, C H H E H E E E,0
0, C H H E E C C C,100
0, C H H E E C C H,5
0, C H H E E C C E,4
0, C H H E E C H C,0
0, C H H E E C H H,0
0, C H H E E C H E,0
0, C H H E E C E C,1
0, C H H E E C E H,0
0, C H H E E C E E,4
0, C H H E E H C C,0
0, C H H E E H C H,0
0, C H H E E H C E,0
0, C H H E E H H C,0
0, C H H E E H H H,7
0, C H H E E H H E,2
0, C H H E E H E C,0
0, C H H E E H E H,0
0, C H H E E H E E,0
0, C H H E E E C C,127
0, C H H E E E C H,3
0, C H H E E E C E,0
0, C H H E E E H C,0
0, C H H E E E H H,3
0, C H H E E E H E,1
0, C H H E E E E C,123
0, C H H E E E E H,6
0, C H H E E E E E,191
0, C H E C C C C C,31
0, C H E C C C C H,4
0, C H E C C C C E,0
0, C H E C C C H C,2
0, C H E C C C H H,1
0, C H E C C C H E,0
0, C H E C C C E C,0
0, C H E C C C E H,0
0, C H E C C C E E,0
0, C H E C C H C C,0
0, C H E C C H C H,0
0, C H E C C H C E,0
0, C H E C C H H C,0
0, C H E C C H H H,3
0, C H E C C H H E,0
0, C H E C C H E C,0
0, C H E C C H E H,0
0, C H E C C H E E,0
0, C H E C C E C C,1
0, C H E C C E C H,0
0, C H E C C E C E,0
0, C H E C C E H C,0
0, C H E C C E H H,0
0, C H E C C E H E,0
0, C H E C C E E C,0
0, C H E C C E E H,0
0, C H E C C E E E,0
0, C H E C H C C C,0
0, C H E C H C C H,0
0, C H E C H C C E,0
0, C H E C H C H C,0
0, C H E C H C H H,0
0, C H E C H C H E,0
0, C H E C H C E C,0
0, C H E C H C E H,0
0, C H E C H C E E,0
0, C H E C H H C C,0
0, C H E C H H C H,0
0, C H E C H H C E,0
0, C H E C H H H C,0
0, C H E C H H H H,1
0, C H E C H H H E,0
0, C H E C H H E C,0
0, C H E C H H E H,1
0, C H E C H H E E,0
0, C H E C H E C C,0
0, C H E C H E C H,0
0, C H E C H E C E,0
0, C H E C H E H C,0
0, C H E C H E H H,0
0, C H E C H E H E,0
0, C H E C H E E C,0
0, C H E C H E E H,0
0, C H E C H E E E,0
0, C H E C E C C C,7
0, C H E C E C C H,0
0, C H E C E C C E,0
0, C H E C E C H C,0
0, C H E C E C H H,0
0, C H E C E C H E,0
0, C H E C E C E C,0
0, C H E C E C E H,0
0, C H E C E C E E,1
0, C H E C E H C C,0
0, C H E C E H C H,0
0, C H E C E H C E,0
0, C H E C E H H C,0
0, C H E C E H H H,0
0, C H E C E H H E,0
0, C H E C E H E C,0
0, C H E C E H E H,0
0, C H E C E H E E,0
0, C H E C E E C C,3
0, C H E C E E C H,0
0, C H E C E E C E,0
0, C H E C E E H C,0
0, C H E C E E H H,0
0, C H E C E E H E,0
0, C H E C E E E C,0
0, C H E C E E E H,0
0, C H E C E E E E,12
0, C H E H C C C C,2
0, C H E H C C C H,0
0, C H E H C C C E,0
0, C H E H C C H C,0
0, C H E H C C H H,1
0, C H E H C C H E,0
0, C H E H C C E C,0
0, C H E H C C E H,0
0, C H E H C C E E,0
0, C H E H C H C C,0
0, C H E H C H C H,0
0, C H E H C H C E,0
0, C H E H C H H C,0
0, C H E H C H H H,0
0, C H E H C H H E,0
0, C H E H C H E C,0
0, C H E H C H E H,0
0, C H E H C H E E,0
0, C H E H C E C C,0
0, C H E H C E C H,0
0, C H E H C E C E,0
0, C H E H C E H C,0
0, C H E H C E H H,0
0, C H E H C E H E,0
0, C H E H C E E C,0
0, C H E H C E E H,0
0, C H E H C E E E,0
0, C H E H H C C C,1
0, C H E H H C C H,0
0, C H E H H C C E,0
0, C H E H H C H C,0
0, C H E H H C H H,0
0, C H E H H C H E,0
0, C H E H H C E C,0
0, C H E H H C E H,0
0, C H E H H C E E,0
0, C H E H H H C C,1
0, C H E H H H C H,1
0, C H E H H H C E,0
0, C H E H H H H C,5
0, C H E H H H H H,17
0, C H E H H H H E,0
0, C H E H H H E C,0
0, C H E H H H E H,0
0, C H E H H H E E,0
0, C H E H H E C C,1
0, C H E H H E C H,0
0, C H E H H E C E,0
0, C H E H H E H C,0
0, C H E H H E H H,6
0, C H E H H E H E,0
0, C H E H H E E C,0
0, C H E H H E E H,0
0, C H E H H E E E,1
0, C H E H E C C C,0
0, C H E H E C C H,0
0, C H E H E C C E,0
0, C H E H E C H C,0
0, C H E H E C H H,0
0, C H E H E C H E,0
0, C H E H E C E C,0
0, C H E H E C E H,0
0, C H E H E C E E,0
0, C H E H E H C C,0
0, C H E H E H C H,0
0, C H E H E H C E,0
0, C H E H E H H C,0
0, C H E H E H H H,0
0, C H E H E H H E,0
0, C H E H E H E C,0
0, C H E H E H E H,0
0, C H E H E H E E,0
0, C H E H E E C C,0
0, C H E H E E C H,0
0, C H E H E E C E,0
0, C H E H E E H C,0
0, C H E H E E H H,0
0, C H E H E E H E,0
0, C H E H E E E C,0
0, C H E H E E E H,0
0, C H E H E E E E,0
0, C H E E C C C C,89
0, C H E E C C C H,15
0, C H E E C C C E,2
0, C H E E C C H C,0
0, C H E E C C H H,3
0, C H E E C C H E,0
0, C H E E C C E C,0
0, C H E E C C E H,0
0, C H E E C C E E,6
0, C H E E C H C C,0
0, C H E E C H C H,0
0, C H E E C H C E,0
0, C H E E C H H C,0
0, C H E E C H H H,3
0, C H E E C H H E,0
0, C H E E C H E C,0
0, C H E E C H E H,0
0, C H E E C H E E,0
0, C H E E C E C C,0
0, C H E E C E C H,0
0, C H E E C E C E,0
0, C H E E C E H C,0
0, C H E E C E H H,1
0, C H E E C E H E,0
0, C H E E C E E C,0
0, C H E E C E E H,0
0, C H E E C E E E,0
0, C H E E H C C C,0
0, C H E E H C C H,0
0, C H E E H C C E,0
0, C H E E H C H C,0
0, C H E E H C H H,0
0, C H E E H C H E,0
0, C H E E H C E C,0
0, C H E E H C E H,0
0, C H E E H C E E,0
0, C H E E H H C C,1
0, C H E E H H C H,0
0, C H E E H H C E,0
0, C H E E H H H C,0
0, C H E E H H H H,2
0, C H E E H H H E,0
0, C H E E H H E C,0
0, C H E E H H E H,0
0, C H E E H H E E,0
0, C H E E H E C C,0
0, C H E E H E C H,0
0, C H E E H E C E,0
0, C H E E H E H C,0
0, C H E E H E H H,0
0, C H E E H E H E,0
0, C H E E H E E C,0
0, C H E E H E E H,0
0, C H E E H E E E,0
0, C H E E E C C C,207
0, C H E E E C C H,13
0, C H E E E C C E,3
0, C H E E E C H C,1
0, C H E E E C H H,4
0, C H E E E C H E,0
0, C H E E E C E C,0
0, C H E E E C E H,0
0, C H E E E C E E,4
0, C H E E E H C C,0
0, C H E E E H C H,0
0, C H E E E H C E,0
0, C H E E E H H C,0
0, C H E E E H H H,1
0, C H E E E H H E,0
0, C H E E E H E C,0
0, C H E E E H E H,0
0, C H E E E H E E,0
0, C H E E E E C C,236
0, C H E E E E C H,8
0, C H E E E E C E,1
0, C H E E E E H C,1
0, C H E E E E H H,12
0, C H E E E E H E,0
0, C H E E E E E C,186
0, C H E E E E E H,7
0, C H E E E E E E,187
0, C E C C C C C C,21875
0, C E C C C C C H,2375
0, C E C C C C C E,5697
0, C E C C C C H C,150
0, C E C C C C H H,2762
0, C E C C C C H E,3
0, C E C C C C E C,424
0, C E C C C C E H,64
0, C E C C C C E E,2421
0, C E C C C H C C,146
0, C E C C C H C H,5
0, C E C C C H C E,1
0, C E C C C H H C,113
0, C E C C C H H H,2541
0, C E C C C H H E,0
0, C E C C C H E C,0
0, C E C C C H E H,0
0, C E C C C H E E,0
0, C E C C C E C C,218
0, C E C C C E C H,38
0, C E C C C E C E,33
0, C E C C C E H C,1
0, C E C C C E H H,13
0, C E C C C E H E,0
0, C E C C C E E C,344
0, C E C C C E E H,15
0, C E C C C E E E,1358
0, C E C C H C C C,85
0, C E C C H C C H,7
0, C E C C H C C E,1
0, C E C C H C H C,40
0, C E C C H C H H,73
0, C E C C H C H E,0
0, C E C C H C E C,0
0, C E C C H C E H,0
0, C E C C H C E E,0
0, C E C C H H C C,119
0, C E C C H H C H,9
0, C E C C H H C E,1
0, C E C C H H H C,554
0, C E C C H H H H,4685
0, C E C C H H H E,24
0, C E C C H H E C,0
0, C E C C H H E H,2
0, C E C C H H E E,0
0, C E C C H E C C,0
0, C E C C H E C H,0
0, C E C C H E C E,0
0, C E C C H E H C,0
0, C E C C H E H H,0
0, C E C C H E H E,0
0, C E C C H E E C,0
0, C E C C H E E H,0
0, C E C C H E E E,0
0, C E C C E C C C,216
0, C E C C E C C H,27
0, C E C C E C C E,22
